text,sentiment
sistem sering eror posisi driver gerak padahal drivernya jalan,neutral
ku kasih bintang drivernya susah wilayah sragen jalan kurang bantu,negative
jelek bgt sistem gofood nya ga bisaa cancel nunggu lama banget nyata proses apa pas cari diver lama ga langsung di cancel malah gunta ganti driver klo orang sekarat udh keburu mati,negative
cape jalan cikarang jakarta hujan deres gada yg mau ambil order motor sampe mobil cancel trs nunggu jam malam sampe jam malam gada,negative
jujur utk aplikasi transportasi aku selalu pakai gojek drivernya hampir semua ramah ramah ntah selalu rasa safety kalau naik promo lumayan pokok langgan aja kunci tp paling penting nyaman sih tetap pertahanin plisss,positive
udah paling nyaman dah gojek mah mantap,positive
sangat bantu lagi laper sen gofood,positive
gojek apa kok gojek saldo update baik,negative
makan selisih harga asli lagi tambah biaya nang kirim harga asli toko ofline aplikasi i tambah biaya nang kirim total ketemu lebih,negative
nyari driver susah,negative
mudah akses,positive
padahal cuma suruh batalin malah suruh bayar denda rb kecewa,negative
pesan jelek,negative
lumayan bagus,positive
banyak jadi lebih mudah ada gojek mau pergi mana pesan apa dari rumah jadi lebih praktis love buat gojek moga sukses selalu,positive
cukup bagus,positive
susah nyari driver padahal bayar ga gratis wkwk,negative
gojek kok mahal sekarang,positive
kirim cepat tepat waktu banyak diskon sukses selalu gojek mudah cari semua menu aplikasi,positive
dong datang daerah plosok aku beneran butuh gojek kalo beneran urgent sini susah banget,positive
hubung pusat bantu tidak buah hasil uang hilang juta,negative
berat hati kasih rating aplikasi driver gojek sudah booking gocar pukul pukul semua cancel tau bawa belanja baik dulu sistem,negative
aplikasi sangat kompleks usefull era teknologi,positive
drivernya cepat responnya kadang kadang apilakasinya ganggu,positive
makin kesini driver mageran ambil order sorry,negative
sekarang susah banget dah nyari drivernya udh bangkrut,negative
aplikasi nya sangat manfaat terima kasih mudah untuk giat hari hari,positive
ekonomis,positive
kompeten,negative
aku ga masalah sama apk nya aku gasuka banget sama driver nya kasar waktu yg ngomel panjang jalan bilang knp sen hemat ada opang blabla sakit telinga aku dengernya klo gamau cancel aja gausah nerima tp ngasih layan buruk,negative
puas dg layan gojek,positive
suka gojek semua dr aplikasi moga makin jaya gojek indonesia,positive
ga milik aplikasi nya ga iklan nya ga jual aplikasi nya problematik semua,negative
kata potong cuma driver gw dapet order rb potong mah udah lebih kalau ajah potong,positive
oke sangat bantu,positive
paling murah,positive
aplikasi bagus bangga buat indonesia,positive
pernah bayar kali kembali makasih bgt gojek amanah,positive
sangat puas naik gojek,positive
gojek emang nyaman aman,positive
manfaat bgtt,positive
gps lenceng tentu mau kirim barang gps lenceng,positive
mudah banyak promo,positive
udh nahan laper batalin tlol bngt ni aplikasi mending pake apl belah,negative
beli langgan plus biaya ongkir gofood sangat murah beli langgan plus ongkir jadi super mahal dapat gimik diskon promo,negative
mohon beri bina jenis oknum driver mobil aktif gps waktu mes slow respon balas chat kasi sen hampir tunggu menit akan tidak ada pasti kapan datang padahal jarak km titik jemput tidak mau ambil silah chat calon tumpang dicancel bisa nyari driver lain maaf paksa cancel ortu sedang sakit lama tunggu terimakasih,negative
ngebantu kalo lg mager,positive
aplikasi gabener masa gw booking gada yg ngambil,negative
susah driver padahal dibutuhin banget apa bayar x lipat dulu baru prioritas,negative
saat,positive
kecewa,negative
good job senang,positive
baik pokok,positive
siap,positive
lama install nya,negative
sekarang bukan aplikasi transportasi lebih pinjol bikin orang melarat,negative
oke sih sangat bantu,positive
tahu jalan cepat,positive
pajak sangat lah besar kasi driver yg pke motor sndiri biaya service sndiri,neutral
makan saya terima tp kata di antar complain cs ada hasil,negative
stop bikin bijak bentrokin costumer sama driver,negative
lama pakai aplikasi cara umum tak kecewa,positive
sukaakkkkk jujur apk bantu bgtt,positive
makin goblog emang tarif ga masuk akal,negative
enak cepat bapak ramah sopan,positive
mudah hemat waktu praktis memang cepat gantung situasi jalan,positive
sangggattt bantu mudah guna,positive
alhamdulillah baik puas dg layan,positive
daftar hemat goride malah jadi susah yang jauh bikin sistem rugi leuheung mun nu deukeut gacor mh ieu mh angger weh ngahuleung heula nya jauh ngajeumpuna ge tekor bensin ngajemput km kaluhur wae ongkos ngan rb terus isu teh saldo potong rb alloh meni kieu kieu teuing gojek ka driver,neutral
mantap pol,positive
top bgt deh teng qyu abang qu,positive
terlalu uras uang,neutral
driver nya selalu ramah tamah untuk laku booking go rednya selalu lama dpt driver nya,positive
mohon tingkat layan yg lbh baik,positive
sangat ramah familiar,positive
kasih bintang kemarin waktu hari kamis jam an awal mau mesen gocar lalu tau kalau daerah ini susah sekali driver jadi cancel saat aplikasi sedang cari driver tinggal hingga jam an tiba tiba dateng gocar atas nama posisi sudah di tempat akhir teman yang urus masalah sebut kata driver sebut kesal marah saya panjang urus saya mau bayardrivenyaperg,positive
drivernya ramah baik sopan terima kasih,positive
resto tutup order di cancel,negative
aplikasi bgnian aplikasi monyet gua pesan martabak kirim gua bingung neh nyari salah dmana driver ga bsa chat udah kabur resto ga di chat langsung monyet,negative
hapus gofood jarak dekat,negative
apk paling bantu tiap waktu,positive
sangat bantu,positive
sangat bantu kadang sering nge bug apk nya,positive
suka banget error waktu desak gajelas bngt,negative
lambat merespon lapor worst experience ever,negative
parah banget sih pesan udah jam gak sampai kata lambat menit tunggu jam jam gak coba ajuin complain jawab malah ai ckckck kapok beli makan sini gak deh,negative
good aplication,positive
good aplikator,positive
mungkin saran aja filter cari gofood baik tambah filter lokasi jarak kedai dekat jauh gak cuman filter rentang harga aja,positive
selalu dapat alam baik jalan baik,positive
kacau gak nlp,negative
sukakk bangettt gojek kyk selamat hidup,positive
driver ramah tepat waktu bersih,positive
mudah guna,positive
sukaa bangett soal lebih murah aman aplikasi aplikasi lainn,positive
klo sen goride padahal sekitar bnyk driver dapat malah yg jauh parah,neutral
knpa in aplikasi berat padahal ram hp gw loh main game aja ringan lah in aplikasi berat banget asa jaring ngk aneh,negative
murah hemat,positive
gak bantu sama sekali pesan food kali kubatalin karna responnya lambat,negative
mantap responship,positive
maaf banget driver ngeselin beda lokasi kata ngomong terus tadi aku mau ngash tips ribu kalo misal gak mau nganterin bilang aja censel aplikasi sen ulanga bayar k giriran bayar k kata apk asli kata k kalo misalkaan gak mau mending gak usah,negative
gojek partner baik,positive
sangat susah sekali nentuin titik payah,neutral
strses ni apk makin ngaco benerin dong gimanasih,negative
aplikasi cukup baik bantu urus kirim dokumen,positive
jadi ga cancel pesan tiba tiba cari driver ulang konfirmasi drivernya jalan ga cancel jadi pesan saya numpuk driver baik bugnya,negative
aplikasi bolak balik ulah tiba nggak mau buka aplikasi,neutral
bantu,negative
nyaman santun sopir,positive
mohon maaf aplikasi nya baik paling gak banyakin fitur baru misal promo,positive
terimakasih mudah jalan,positive
drivernya asik asik,positive
banyak promonya,positive
untul gofood kirim sering kali lambat krna driver dpt double order makan dingin nungu hampir jam lebih x sperti saran saya mending pake grab baik gofood gocar ny layan ny lebih baik,negative
suka bangett pke apk dn gojekk nii selamat kuu,positive
daftar suruh tunggu menit apa,negative
oke sip mantap,positive
adain fitur cancel order selalu suka pencet,neutral
paling suka pakai aplikasi lokal,positive
biaya tangan mahal,negative
gojek coba chat ny bikin lebih fast respon soal ny driver gojek ngechat telepon suka delay minimal dlu deh baik terus tiap milih lokasi jemput kok aneh skrg gak milih titik jemput nya soal ny klo saya bilang resto b belah ny resto a malah yg tunjuk resto a trs yg resto b gak di pilih anehhhhhh,negative
sering bug sama error,positive
aplikasi buruk hapus aja aplikasi top up saldo tgl mei sekarang masuk ya respon layan cs gopay sangat sangat buruk responn sama sekali responnya lamaaa tidak profesional lelet komplain customer tidak tanggap,negative
mantappppppp,positive
mantapp dehh,positive
knp bintang ny knp gk,positive
the best,positive
aplikasi asu,negative
saat pesan makan lokasi driver pantau tidak bisa lihat lokasi yg pasang guna,positive
jos,positive
susah dapat driver sekali y dapet driver y posisi jauh baik biar mudah driver yg dekat bukan yg jauh di maps y bnyak driver yg dekat sekali dapet driver yg jauh,neutral
anjenggg ongkir gofood mahal bgt kntol anjeng pepek,negative
mantaf,positive
sangat rekomendasi,positive
bagus aman keren nyaman,positive
jemput cepat driver ramah,positive
plikasi lot pol,negative
layan cepat aman bagus,positive
mangkin lama mangkin ngeselin ni apk drivernya jauh jauh posisi bukan malah cepat malah telat cancel kasi ambil lama sampenya jek gojek,negative
mesen gojek yg comfort dptnya ibu dh tua maaf bau motor listrik jg bkan unit baru mau yg bawa tp gamau krn klo ibu yg belakang batre boros krn berat jalan jg deg an krn yaa bawa motor gitulah yg prmasalahin uda msen comfort dptnya kayak gtu apa beda sma goride biasa mesen comfort jg krn buru tau diri badan tinggi gede jd biar dpt unit yg enak nya kayak gitu msuk kategori comfort cba jelasin beda dri opsi yg di gojek thx,negative
moga selalu sejahtera mitra mitra,negative
menu layan kendara nyaman aman,positive
mudah gak ribet,positive
rating ulas resto gofood cuma lihat customer aja dari driver lihat kan ken tau bagaimana resto laku driver bagaimana,neutral
biaya aplikasi di beban kan langgan terlalu besar jarak tempuh km sudah bayar kemudi terima tambah sudah langgan bulan jangan kan diskon ada paket langgan cuma setor uang gojek langgan beri benefit,negative
terlalu banyak pilih jadi bingung aku,positive
bagus poll mudah jalan kmn plis kalau hujan susah dapet driver,positive
rata abang gojek ramah baik hati tidak sombong,positive
bantu sekali,positive
moda transportasi nyaman baik,positive
bagus mudah jalan,positive
makin kesini makin kecewa udh mahal males an drivernya utama kondisi gerimis agak malam ada apk bukan utk mudah sikon itu inimah bukan mudah bikin emosi,negative
tolong lah kadang loading lama banget ampe ga buka buka orang laper siksa sama aplikasi lot gin btw sinyal aman emang nih aplikasi aja lot nya kurang ajar,neutral
sistem aneh udh cancel sama driver karna toko tutup malah mesen bukan off in sistem kocak,negative
beri reting bintang lima,positive
ff game burik,negative
alamat nya akurat,negative
ngellag mulu mau sen makan aja loading terus tolol tolol,negative
mau daftar gojek driver daera manado bisah,positive
aplikasi sangat bantu butuh hari hari driver drivernya ramah profesional bintang dulu moga depan makin banyak promo tarik,positive
paling males pake gojek km ribu njir lah greb km k mana promo go jek mahal,negative
iiii loooveeee gojeekkk soo muchh pria wanita green flag antar aku punn iii loveee uuu soo much gojeekkk,positive
terimakasih atas bantu,positive
ongkir apa bunga,negative
selalu beri yg trbaik baik go red atw go food,positive
lot,negative
enjoy,positive
sy senang pakai aplikasi terima kasih,positive
moga beneran bayar,positive
aplikasi nya mudah,positive
cari kemudi dapat jauh yg driver ga mau jemput ga sat set nih aplikasi,negative
susah cari driver udh tp ga respon malah nunggu lama ga karuan,negative
dapet driver yg seru,positive
dateng nya lama jam,negative
enak kalo pepet beli makan pergi an,positive
mantapp,positive
kasih bintang karna tdk tambah alamat fitur alamat favorit tdk entah di hapus emang gak ngk tau,negative
akun suami tiba tiba blokir jelas suami chat livechat malah tutup chatnya parah banget sekarang gopay malah ada uang dalam akun gk ada tanggung jawab gopay layan buruk banget pantesan aja goto sekarang saham sampe turun udh mau liquid,negative
sorry ta kasih bintang soal banyak driver bayar d bayar org bwt buntutin gw padahal gw costumer gojeg awal aplikasi ada padahal aplikasi sangat bantu dr zaman sblm covid ampe skrg mana pake atribut tolong d benah sop nya sangsi driver yg menyalahgunakan aplikasi atribut jaket gojeg kasi bgt gojek yg jd ta mikirnya bawa jelek semua driver sama pdhl engga,neutral
ribet bgt klo ga update ga buka maksa bgt update udh di update aplikasi ga bsa buka suruh nunggu menit gila pdhl udh keburu perlu gojek brengsek bgt,negative
pihak gojek kembali akun ke regular contoh sopie gocen regular ganti suka hati driver,positive
driver sopan ramah,positive
dc nya sadis guys buat yg mau pake loan nya mikir deh,neutral
suka pkoknya endyull,positive
add fitur ganti payment aku tiap hari ga pernah recheck jadi pake tunai terus,positive
aplikasi sangat bantu transportasi pesan makan butuh hari fitur lengkap ekosistem luas kadang harga naik turun konsisten beberapa layan bisa asa mahal jam tentu user experience oke bisa lebih stabil transparan,neutral
rasa puas ada aplikasi gojek saya harap depan aplikasi gojek makin eks maju saya turut prihatin pak nadiem anwar makarim ini sedang jalan proses hukum,positive
lebih mudah prak tis layan yg bagus,positive
guna,positive
tulang punggung keluarga,positive
wkwk udah mah jarang gw pake gojek sekali pake gojek dapetin drivernya luamaaa polll mending grab aja lah drpd gojek nyari driver udah kaya nyari jodoh gojek udah lama nungguin makan ujung nya dibatalin jg buang waktu udah laper emosi mending grab mana wkwk,negative
gw si yes,positive
tapi kasihan driver nya,positive
jauh masih muas layan,positive
susah dapet driver majalengka gak kaya ijo belah drivernya banyak jadi cepet,neutral
iklan mulu,negative
gojek driver nya gada respon kalo ambil makan customer udh nunggu lama tiba batal terus terus ganti drivernya cancel semua kalo memang gak niat ambil makan nya batalin aja awal udh nunggu lama malah cancel drivernya alas apa masalah nya bukan x cancel bbrapa kali untung pak isharyanto yg mau ambil order buat nganterin makan nya moga sehat selalu pak,positive
bguuuuus bangat,positive
apik,positive
harga udh gk masuk akal,negative
gojek sampah bisa bayar pake qris,negative
gojeg sngat mmbntu sekali,positive
udah paling mantep lah buat anter jemput sama beli makan,positive
sekarang masalahnyaa kalau scrool go food yaa restonya gak banyak trus muncul lagi lagi,positive
driver ga pernah bawa uang kembali kalo beli mau pake metode bayar tunai ga selalu uang pas driver ga mau ngasih kembali ditawarin transfer gamau jadi telat masuk kantor gara driver gamau tf ga kembali harus kalo gamau tf ain kembali,negative
klasifikasi jelas mobil confort mobil yg gk confort avanza all new avanza jelas beda dengan calya harga comfort kasih mobil yg gk confort rugi lah,negative
aman sat set,positive
bagus pakai gojek amanah drevernya,positive
aku suka apk gojek butuh sangat cepat aku percaya semua mas atau mbak drevernya sll di percaya baik moga sukses,positive
layan cepat gampang,positive
kasih fitur buat costumers buat accept driver beberapa driver yg maen accept aja sampai tuju lokasi jemput annoying banget jadi ga batal boking cancle,negative
sangat memmuaskan,positive
mantap,positive
murah senang kantong transportasi rakyat,positive
serba mahal ongkir makan lapor cs jawab ga muas ga solusi,negative
aplikasi yg sangat bantu utama gosend terimakasih,positive
aplikasi nya bagus perlu tingkat bagi maps nya soal daerah rumah masuk komplek belah jadi kadang kali kali driver masuk komplek belah bukan komplek saya,positive
ngisi data selalu sini ga pernah masuk buang buang uang doang jadi,negative
kalau mau bayar otomatis sama dompet digital minimal suruh masukin pin woy gua rugiiiii bayar dobel itu driver tagih saya bayar dobel,negative
alam sama gojek kerja lebih mudah tidak lambat pokok go jek is the best,positive
mana nih cari prioritas cuma fitur gk fungsi sama sekali jam sampe jam kurang gkada tuh dapet drivernya jadi cuma buang waktu doang,negative
sangat kecewa tiba tiba aplikasi buka sendiri lalu order gofood sendiri ada yg menghack kelas aplikasi gojek banyak notifikasi ganggu salah klik sedikit langsung rugi banyak layak uninstall,negative
mo order taxi bluebird gocar goride ada aplikasi gampang guna tinggal klik lalu pilih sesuai ingin mau gofood gomart ada pokok mantul gak ribet ribet deh,positive
jalan jadi lebih aman nyaman,positive
gojek sangat user friendly lg sekarang terlalu banyak fitur banner iklan beban performa,negative
sangat bantu cuman kalau butuh gocar suka susah kadang beberapa kali dibatalin,positive
mantap perut lapar cuaca dingin mas gojek sangat ramah,positive
aplikasi gopay gak jelas top up uang nya gak masuk udah hari,negative
woi gojek punya order nihh resto udah tutup gabisa cancel order nya gopay potong pihak gojek ada bisa saya telpon selesai masalah nya drivernya cancel order pindah driver lagi akhir ulang terus bantu profesional dong sama mitra resto nya kalo sudah closed jangan terima order,negative
banyak driver nya kasar sama males udah berapa naik gojek yang driver kasar terus jadi mau sen gojek males,negative
sen gofood nunggu jam alas driver ada terus akhir cancel gajadi makan ga work it bangett,negative
gojek f drivernya susah bnget cari pas malam sangat sangat rekomendasi kesel gw sama aplikasi gw mau buru ehhhh dapetin driver susah udah pakai prioritas malah tetap aja susah jelek pokok,negative
aplikasi mantap,positive
hargany mahal ongkir mahal driver dapet mulu kalo gak bayr mahal ngebantu samsek,negative
pesan makan jam pagi jam di kirim padahal jarak kirim km dan pas pesan grab lama sekali datang saya telat sekolah,negative
moga lancar gojek,positive
bagus fitur limpah beli makan minta antar barang antar jemput pokok aplikasi guna banget,positive
makin kesini makin sulit cari driver gofood baik,negative
aplikasi tolol susah banget cari driver buat ambil gofood,negative
banyak diskon sukaakkkk,positive
cari drivernya lama padahal udah aktifin fitur cari cepat tambah biaya gak padahal lihat banyak driver udah sekitar menit nungguin gak yang nerima semua drivernya juga driver mesti sy kasih tip tambah meski gak banyak,negative
makan sampai mes,negative
oon bgtt datengnya luama bgtt soal ga dapet drivernya juga gabisa dibatalinn udah gitu restonya baru nyiapin makan kalo uda dapet driver aneehh,negative
bener bantu kalau ga sempet makan sen d hp makan langsung dtg,positive
kasih sanksi tegas driver nama fradifa stiawan kendara scoppy plat bk ail masalah turun custumers tengah jalan tempat tuju alas order kata tidak pantas genit suruh custumers peluk saat kendara driver otak mesum negatif,negative
susah driver pakai prioritas sama benah,neutral
ongkir terlalu mahal,negative
susah driver tetangga dapat driver pesan x dapat driver ga adil,negative
semua buat mudah,positive
good,positive
aplikasi bagus minimal diperbaikin min kayak misal beli makan pas udah bayar beli makan terus makan proses belum sama sekali driver sampe menit mending langsung dibatalin min jangan tunggu jam lebih keburu mati lapar,neutral
buat bc customer gojek mohon henti cancal canceln byk korban driver akun susah dpt order ulah kalian jlo mau pesan pikir dulu x kali klo positif baru pesan jgn udah pesan masuk driver malah cancel mohon henti ulah kalian,positive
ga pake go food sini sistem jelek parah gak bis cancel karna lama ga nemu driver sampe tengah jam ga dah kapok,negative
biasa banget sen go food driver nya double order sen cream soap nyampe jadi nya air lo gojek jangan ksih double order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep ber air,negative
sigap,positive
bagus amanah,positive
guna lama gojek beberapa kali tolak gopay later gak papa kok byk aplikasi yg bantu mulai hari akun sy tutup sangat kecewa,negative
aplikasi tipu masa biaya sampai dobel dobel banyak driver nakal gocar,negative
guddd,positive
mudah banget buat mageran,positive
poko paling praktis paling oke gojek selalu hati,positive
siigap,positive
jooooossssssss,positive
ngebantu bgt terus banyak diskin lop lop deh,positive
selalu jadi pertama buka lengkap cuma rada mahal sekarang moga makin langgeng serta jalan warga aktivitas,positive
cepat bersih aman tanks pak gojek,positive
cuma chat drivernya kalo gak buka gatau kalau di balas,positive
gojek bnyak bantu,positive
kurang bae driver nya,negative
gojek diskon makan lumayan banyak,positive
luar biasa bantu,positive
cuman gojek henti waktu terang menit sampe udah menit ngga sampe sampe main kata tolol,negative
jangan pakai gojek customer service kerja baik ada kendala rugi tidak bantu langsung tutup lapor nya customer service malas,negative
astars,positive
driver ramah aplikasi eror customer kena marah itu rating customer dapat lihat driver jadi adil customer driver lihat jelas siapa apa isi ratingnya customer bisa,negative
banyakin promo min,positive
makan gw ga sampe gofood kok dobel order sekaligus info terlalu,negative
pantau akurat,positive
aplikasi nya lama bikin sebel udh aktif fitur gofood exspress malah datang nya telat trs udh kali kali kek gin bikin males driver nya nolak mulu kalo gk nolak terima gk jalan tambah bikin males hadee mohon dibenerin dong gojek,neutral
org nya ramah,positive
tetep aja kalo ujan ga driver yg mau ambil order,neutral
pesan gofood satu tengah jam gak driver kata pihak gojek suruh batalin lahh mau lo sendiri aja cong,negative
terkadang mitra malas baca terang customer malah marah marah titik jemput pick up bisa pas di tidik benar sering minta biaya parkir tunjuk karcis parkir,negative
good pokok,positive
resto buka tutup dadak gopay tulis refund hanya interface mau pesan gopay tetap tulis cs lama gimana,negative
oke,positive
gojek sekarang jarak deket rumah mahal udah mahal lama terus makan nya ga jelas bersih nya please jgn asal aja donk ni gojek daeran bandung parah aku beli bubur pagi bubur nya tutung bau sangit sambel nya udah basi ampun deh bikin kapok udah laku malah ongkir naik ga jelas yg jual nya dimasukin aja,positive
gojek kamu sih kok error baru kemaren loh padahal bikin kasih bintang lah urusin sistem bisa makan udah telat terus dibatalim otomatis,negative
bantu customer,positive
banyakin diskon nya yaa,positive
mudah segala macam transportasi gojek gocar gosend sangat bantu,positive
bagus nyaman,positive
udah minggu padahal transaksi batal saldo potong mana gede tiba nmasalah selesai uang masuk peser,negative
sangat rekomendasi,positive
kasih bintang dulu bagai mana cara masuk akun gopay yg lama thn lebih pakai karna kartu hangus jadi bisa terima otp salah isi saldo nomor yg hangus yg hilang mohon bantu,positive
sngat kcwa pesan prioritas smpai nunggu hmpir jam tpi ad yg acc ad yg acc tpi cancel driver dgn alas jarak jmput jauh pdhal cma km jarak,negative
mantap,positive
terima kasih gojek sangat bantu azqa printing,positive
salah satu aplikasi favorit ku bisa bantu mudah segala butuh urgent sehat selalu driver sukses gojek,positive
opsi kirim gambar ga jadi gak kasih jalur alternatif kalo gg jalan portal utama malam hari kasihan kurir muter,neutral
sekarang kalo salah sen baru sen gk di cancel rubah pesan atau alamat,negative
sorry bintang soal alamat suka nyasar,positive
jauh nyaman tarif,positive
rekomendasi banget buat emang kasih kendara pribadi itung itung jadi ladang rezeki buat driver nya alhamdulillah jauh selalu ketemu driver baik baik,positive
good bantu banget dlm ada laper dadak males keluar,positive
mantap,positive
mantap,positive
solusi banget,positive
apk gajelas nunggu lama malah dicancel mana susah cari drivernya,negative
jadi ojol atas ojol yg laen,positive
kasih bintang aja mesan go ride gak yg nerima jelek banget,negative
sukses selalu buat gojek abg driver yg baik sopan,positive
jangan didownload gak drivernya,negative
baik mantep,positive
gojek benerin lah fitur buat login nya masa udah beberapa kali mau login akun sendiri gabisa harus nunggu jam jam perbaikiii,negative
susah driver,negative
aplikasi bobbrok,negative
tiap sen gofood lama sering batal drivernya mau batal pesan suruh tunggu jam,negative
apa sen gofood udh jam blm dapet driver suru batalin yudh ku batalin trs sen tetep ga dpt alhasil nunggu jam an lgi kgk dapet apa kira org ga laper apa kli siapin dulu drivernya baru siapin makan,neutral
bayar aplikasi driver hasil bersih yg kata potong harus driver dapet lah yg kasi drivernya parah sih udah bayar mahal d cekik parah sih aplikator satu,negative
manfaat pergi ribet,positive
susah cari driver kali ga yang ambil,negative
kadang bnyak dibatalin kecewa kadang bagus kadang bgitu,neutral
aplikasi bagaimana driver ojek jarak tempuh jemput hampir lebih km kata fitur cari dekat jarak jauh apakah dekat tambah untuk gofood nya masuk di tulis ongkir rib nyata tetap ribu hal saya sudah langgan gojek plus tetap saja tidak diskon dasar aplikasi butut aplikasi kikir,negative
apaansi hujan dikit aja gamau ambil order,negative
lama banget buset udah beberapa kali gonta ganti driver bikin buang buang waktu aja,negative
susah cari driver lama sekali dong kalo pake hemat terima,negative
tidak explore makan yg tampil itu saya rasa di beri radius beberapa km,negative
baguss fitur go transit,positive
driver lu banyak tingkah mau cancel go food susah bener sering nolak nolak pesan driver kalian tu,negative
pd hari snin sktr jam stngah enam ancm mw mtikn sama gojek siantr tngn knk btuu di lmpr ny mw bwat laporann tindak tegass krta ny suprah,negative
makin lama makin aneh aplikasi sen gofood gak pernah driver,negative
gaada mau acc sial,negative
sistem navigasi kurang bagus sekian banyak gojek saat pesan dapat trs jobnya yang gofood beda jobnya gojek kan kalo sama gojek arti bisa dong saling bantu karna tip kurang banyak inti ini hanya mau bilang kalo navigasi tingkat terimakasih,neutral
ampas,negative
sistem baik karna hujan ongkos sama x lipat padahal mobil kalo motor pantas,positive
pesan opsi driver yg gak ribet tp yg mlah driver yg jauh ujung dunia sana tadi mau cepat mlah jadi lama nunggu nya gak jelas ni apalikasi,negative
tangan cs buruk banget nomer telepon bajak guna daftar akun gojek orang kenal minta bantu cs tanggap malah minta tidak bisa di proses,negative
terima kasih mudah aktifitas hari dulu ulas seperti atas sekarang tgl mei mau bilang harga gofood mahal driver yg nganternya jadi jutek cepet marah pdhal sdh minta maaf telat respon menit ga menit juteknya minta ampun mau kasih bintang sedikit kasi takut kerja hanya gojek fikirkan solusi,positive
aplikasi jelek,negative
ga mau nerima uang kecil,positive
developer baik aplikasi nya padahal sinyal ku sangat baagus entah aplikasi nya malah loading ganggu sekali,negative
sangat bantu jalan ku pulang pergi,positive
promonya mantan dn cepat,positive
aplikasi transportasi umum cepat nyaman aman l di daerah jaring pluit kurang banyak gojek,positive
makin kesini aplikasi makin sering error tolong update dong,negative
layan sangat baik,positive
di hapus aceng argo goceng driver sengsara,negative
diskon kurang banyak,positive
pokok top markotop,positive
aplikasi bagus buka lapang kerja justice for nadiem,positive
moga untung hari,positive
maksimal optimal,positive
kasi ongkos drivernya kecil,positive
hemat cepat,positive
adain fitur ambil barang lebih satu tempat sering kali aku batalin driver grgr ga ambil tempat,positive
tiba harga goride reguler naik k biasa k loh kok tiba k rute ngawur maps nya,negative
sekarang susah dapat driver,negative
sat set nyaman amanah nuhun pis kang,positive
gojek pinjam pinjam pertama bayar lancar pinjam di tolak hadehh kecewa slalu stia go jek,negative
alhamdulillah bantu mobilitas sekarang lebih baik layan,positive
super,positive
good job driver,positive
sangat bantu pergi jadi lebih mufah,positive
mantaaaap banyakin promonya dong biar makin betah pakai gojek,positive
mudah enak cepat,positive
fair kalo customer kasih rating,negative
mantapppp polll,positive
apk bagus baik,positive
pulsa sangat mahaaaaaallll masa pulsa harga mending pake ovo shopepay aja,negative
okegass,positive
mantapseu,positive
susah cari driver ampas,negative
harga jangkau alamat tepat,positive
sopir sdm rendah larang gabung aplikasi gojek,positive
harga lebih magak apps sistem buruk,negative
sumpah driver songong banget kaya udh ambil order ga jalan jalan udah nunggu mnt minta cancel kren sekarang driver gojek ga dulu driver ramah ontime sekarang bintang aja songong ga tangung jawab,negative
emang paling,positive
aplikasi error ga guna driver gak gerak dapet driver jauh jauh,negative
gofood sekarang apa yg cari gk prnh ketemu krn batas jarak pihak gojeg yg biasa gw bebas order pizza skrng cari gk ketemu alas jarak gw gk mslh gw gk rasa rugi cukup gw alih aj jdi guna shopeefood shopee instan semua semua gw dapetin yg rugi kalian pihak gojeg tiap yg ganti atur ujung ujung hilang guna krn bijak kalian yg buruk,negative
biasa pakai gojeg alamat tuju sama hari tarif naikntinggi banget rb jadi rb ada naik tarif koq gak info naik tarif,neutral
pesan gojek bbrp x d cancel mulu sama driver nya pdhal kan bayar,neutral
apk gk jelas posisi drivernya suka diem terus tiba tiba jalan kenceng banget terus tiba tiba jauh posisi drivernya malah kadang muncul arah yg lawan udh lewat paling kesel pas udh kayak gitu udh tunggu lama lama drivernya enteng ngebatalin kira orang yg sen gk kejar waktu kali udh gitu harga suka tiba tiba dinaikin gk tau saya yg awal paket hemat k sekarang jadi k ngeselin banget serius,negative
lebih mudah praktis mau dan mau apa d sini,positive
terima kasih,positive
nadim makarim cipta juta lapang kerja,positive
sekarang drivernya banyak songong gak mau pickup alesan jauh lah apa lah aja lebih parah chat gak balas diemin mikir dikit kadang buru kejar waktu kalau umpama gak mau pickup alesan atas langsung bilang aja by hubung telfon set dah driver kyk gitu kok gak suspend kena denda hadeh jatuh buang buang waktu maaf kalau sekira kata kurang kenan itu fakta lapang,negative
susah sekali cari driver padahal tengah kota,negative
moga depan bayar pakai qris,positive
x cancel alas jelas mungkin akun baru,negative
untuk bayar baik guna qriss apk transfer lain tambah ovo dana atauapapun tolong ongkirnya sesuai jangan mahal makasih,positive
wey susah dapet driver prioritas gak dapet dapet gimana gojek driver ga mau ambil order,positive
moga smua driver gojek bagi waktu ada smoga buat pt gojek sia kelola gojek sekarang mikir berat jangan banyak program gak jelas tp nyusahin pakai pikiranya karna ada driver gojek kembang pesat bisa besar driver utama juga customer inti driver lebih di utama dari makmur buat driver dmana ada tetap semangat selalu jaga sehat pikir positif ting ting slalu ingat kluarga slalu positif,positive
susah dapet order aplikasi jelek,negative
mantap di percaya,positive
gojek memeq udh jauh jauh kira citer,negative
sauang baik,positive
